word,translation,phonetic,mastered,sentences
"strangle","VERB. 掐死，勒死，扼杀，扼死，掐","/ˈstræŋɡl/","✗","If there were a merciful God in Heaven, He would give me arms that I might strangle this bitchwad.;While humanity is growing, they continue fixed; daily get more mechanical and unvital; and by and by tend to strangle what they before preserved.;I, on the other side, was ready to strangle my almost sister-in-law. (My sister out-law.)"
"strike","NOUN. 罢工，打击，击，攻击，袭击","/straɪk/","✗","Please strike the last sentence.;Strike the door sharply with your foot and see if it comes loose.  A bullet struck him.  The ship struck a reef.;We will strike a medal in your honour."
"struggle","NOUN. 斗争，奋斗，挣扎，拼搏，抗争，争斗，搏斗，作斗争，争","/ˈstrʌɡl/","✗","Struggle, disappointment, and criticism all contribute to a person's growth.;...These wars are not going away. This is at least a generational struggle.;But I had the unmitigated pleasure of watching a family of four Chinese struggle to use knives and forks to [eat] their bacon and eggs."
"subsequent","ADJ. 后续，随后，其后，后继，后来，以后，接下来，后面，日后","/ˈsʌbsɪkwənt/","✗","Growth was dampened by a softening of the global economy in 2001, but picked up in the subsequent years due to strong growth in China.;On 2 March, Chinese border guards with the help of regular PLA forces skillfully ambushed Strelnikov's unit on the ice near Chen Pao, killing him and 30 Soviets in the subsequent skirmish.;The peculiar position of the subsequent Derwent, close to the sea, suggests some glacial interference with normal adjustments, and calls for special explanation."
"subsidiary","NOUN. 附属，子公司，下属，明细，分公司","/səbˈsɪdiəri/","✗","chief ruler and principal head everywhere, not suffragant and subsidiary;They constituted a useful subsidiary testimony of another state of existence.;a subsidiary stream"
"substantial","ADJ. 实质性，大量，可观，大幅，充实，实质，大幅度，重大","/səbˈstænʃl/","✗","substantial life;1850s, Cardinal John Henry Newman, The Rise and Progress of Universities
to do some substantial good, is the compensation for much incidental imperfection;substantial cloth"
"substantially","ADV. 大幅度，大幅，实质上，大大，大致，大体上，基本上，本质上","/səbˈstænʃəli/","✓","As a primary architect of the draft Constitution that emerged from Philadelphia in 1787, Madison substantially bore the burden of defending his handiwork in his home state.;Nevertheless, it is clear that the global energy demand for air-conditioning will grow substantially as nations become more affluent, with the consequences of climate change potentially accelerating the demand.;[…]because the Spanish equity market was substantially over-broked even at the height of its bull market, with over 50 brokers servicing the market."
"subtitle","ADJ. 字幕 NOUN. 副标题","/ˈsʌbtaɪtl/","✗","The subtitle of his already solecistically entitled The Blind Watchmaker informs us that “the evidence of evolution reveals a universe without design”:[…].;The subtitle 'Adventures in Sonic Fiction' pinpointed the idea of dub as hallucinogenre, dub as a set of studio techniques for generating phantoms and phantasmagoria.;My old DVD player could play DivX files but didn't recognize the subtitle file, so I had to burn them in."
"suit","VERB. 满足，适合，适应，合适 NOUN. 西装，西服，套装，衣服，诉讼，服，衣","/suːt/","✗","Nick hired a navy-blue suit for the wedding.;If you take my advice, you'll file a suit against him immediately.;Every five and thirty years the same kind and suit of weather comes again."
"supervise","VERB. 监督，监管，督促，监控，督导，监察 NOUN. 监理","/ˈsuːpəvaɪz/","✗","Without someone to supervise them, the group will lack direction.;Let me supervise the canzonet.;A biography of Hu claims that Hu's attitudes changed in 1961, after he was sent to supervise agricultural policy changes in Tang county, Hebei province."
"supreme","NOUN. 最高，至上，至高无上，至尊，高等","/suˈpriːm/","✗","Faced with a choice between the Supreme, the Hawaiian …, the Capricciosa or the Meat Lovers', the bogan will invariably gravitate to the meal most likely to induce a fatal disease.;supreme disgust;supreme courage"
"surrogate","NOUN. 代孕妈妈，代孕母亲，孕母，替身，代理人 ADJ. 代孕，代理，替代","/ˈsʌrəɡət/","✗","To clone a boy, it is necessary to have a man as a DNA donor, a woman as an egg donor, and may be another woman as a surrogate mother.;A mixture of horseradish and mustard often serves as a surrogate for wasabi.;…Toote became the principal Black surrogate (highest “rank” in the Reagan campaign operation), booking Reagan for appearances before Black organizations and traveling nationwide in his behalf."
"susceptibility","NOUN. 易感性，敏感性，易感，敏，磁化率，敏感度，易患","/səˌseptəˈbɪləti/","✗","Recently, the construction of CSS has been reported for the mapping of a susceptibility locus for testicular cancer on mouse chromosome 19.;Interestingly, the blue monkey's boom and pyow calls are both long-distance signals (Brown, 1989), yet the two calls differ in respect to their susceptibility to habitat-induced degradation.;In this same strain of mouse, earplugging from 17-22 days postpartum is effective in inducing susceptibility to audiogenic seizures..."
"swarm","NOUN. 群，一窝蜂，群体，蜂群，群集","/swɔːm/","✗","a swarm of meteorites;At the top was placed a piece of money, as a prize for those who could swarm up and seize it.;The trees were left bare after the swarm of locusts devoured all the leaves."
"swear","VERB. 发誓，起誓，宣誓 NOUN. 赌咒","/sweə(r)/","✗","I swear I don't know what you're talking about.;My little brother is such a pest, I swear.;[A]ccording to his kind the man would smile cynically, or look sad, or let out a swear or two."
"swing","NOUN. 摆动，秋千，挥杆，摇摆，荡秋千，挥拍，摆，回转 VERB. 荡，挥棒，摇","/swɪŋ/","✗","If it’s not too expensive, I think we can swing it.;""to swing one's partner"", or simply ""to swing"";The lathe can swing a pulley of 12 inches diameter."
"symbiotic","ADJ. 共生，共栖","/ˌsɪmbaɪˈɒtɪk/","✗","The same conflict between the monism of temporal theorists and the dualism of ecclesiastical thinkers—the same opposition of organic to symbiotic union—occurred in the ninth century.;A lichen is a fungus with symbiotic algae among its cells.;The human microbiota consists of the 10-100 trillion symbiotic microbial cells harbored by each person, primarily bacteria in the gut; the human microbiome consists of the genes these cells harbor."
"tactical","ADJ. 战术，作战 NOUN. 机动","/ˈtæktɪkl/","✗","Many types of nickels were used in psychological warfare. Classified according to general purpose, there were strategic and tactical leaflets.;As in the 1-0 win against Norway in Oslo, this was an England performance built on the foundations of solid defence and tactical discipline.;a tactical nuclear weapon"
"tangible","ADJ. 有形，切实，实实在在，确凿，实质","/ˈtændʒəbl/","✗","While the SCP universe is, of course, filled with things that we would certainly not consider ""real"", most of the SCPs are tangible or perceivable in some way.;It took the combined skills of three great civilizations far apart in time to frame that godlike concept in which the tangible universe itself was only a single factor.;Sounds and some tangible qualities fail not to solicit their proper senses, and force an entrance to the mind."
"terrorism","NOUN. 恐怖主义，恐怖活动，恐怖，反恐，恐怖分子","/ˈterərɪzəm/","✗","President Pervez Musharraf is undoubtedly sincere in his belief that he, and he alone, can save Pakistan from the twin perils of terrorism and anarchy.;the Great Emu War... the Global War on Terrorism...;the commission, preparation or instigation of an act of terrorism"
"textual","ADJ. 语篇，文本，篇章，文字，原文，词句，考证","/ˈtekstʃuəl/","✗","To my mind, the textual arguments in this case are close to equipoise.;I see that the editor revised the document's metadata, headers, and images, but I don't see any textual changes.;Monikers are often composed from other monikers to allow object hierarchies to be navigated based on a textual description of a path."
"throat","NOUN. 喉咙，咽喉，喉，喉部，嗓子，喉头，咽部，脖子，咽，喉管","/θrəʊt/","✗","The wild pitch bounced and hit the catcher in the throat.;As I swallowed I felt something strange in my throat.;The water leaked out from the throat of the bottle."
"thrust","NOUN. 推力，冲断，主旨 ADJ. 止推，逆冲 VERB. 撵，塞，推","/θrʌst/","✗","The cutpurse tried to knock her satchel from her hands, but she avoided his thrust and yelled, ""Thief!"";Spacecraft are engineering marvels, designed to resist the thrust of liftoff, as well as the reverse pressure of the void.;Ostensibly, the class was about public health in general, but the main thrust was really sex education."
"tolerant","ADJ. 宽容，容忍，耐，包容，耐受，容错，容限","/ˈtɒlərənt/","✗","You need to learn to be more tolerant of difference.;He's pretty tolerant of different political views, but don't ask him about religion.;These plants are tolerant of drought and sunlight."
"totalitarianism","NOUN. 极权主义","/təʊˌtæləˈteəriənɪzəm/","✗","...[he] condemned Thurmond's proposal for its “totalitarianism”: “That's Communism....That's China. That's not America.;Mr. Yudin argues that Russia is moving out of authoritarianism — where political passivity and civic disengagement are key features — into totalitarianism, which relies on mass mobilization, terror and homogeneity of beliefs.;Unless conservatism is vitalized, and the alliance between liberalists and democrats are strengthened, we may be sucked into totalitarianism even as soon as tomorrow."
"tough","ADJ. 艰难，强硬，坚韧，艰苦，严厉，棘手，坚强，困难，严峻，难，严格","/tʌf/","✗","The tent, made of tough canvas, held up to many abuses.;To soften a tough cut of meat, the recipe suggested simmering it for hours.;Only a tough species will survive in the desert."
"tour","NOUN. 旅游，巡演，游览，之旅，巡回赛，游，巡回演出，参观，巡回，旅行，观光","/tʊə(r)/","✗","On our last holiday to Spain we took a tour of the wine-growing regions.;On the company's website, you can take a virtual tour of the headquarters.;Metallica's tour of Europe"
"track","NOUN. 轨道，赛道，轨迹，航迹，田径，轨，跑道，道 VERB. 跟踪，追踪","/træk/","✗","Follow the track of the ship.;Follow the track for a hundred metres.;Astronomers predicted the track of the comet."
"trash","NOUN. 垃圾，垃圾桶，垃圾桶里，垃圾箱，废纸篓，倒垃圾，垃圾箱里，垃圾堆","/træʃ/","✗","When your life is trash, you don't have much to lose.;Drag the unwanted message to the trash.;I am Harry Potter trash."
"traumatic","ADJ. 外伤性，创伤，外伤，创","/trɔːˈmætɪk/","✗","Patients with rupophobia, the fear of dirt, are at times encountered by the dermatologist. Some of these patients present a traumatic dermatitis, or a self inflicted lesion of the skin.;""I've seen more patients, but never this many patients with this number of severe injuries,"" said Dr. Michael Morkin, chief of Renown's emergency department[…]. ""It was traumatic."";traumatic tetanus; traumatic brain injury"
"triumph","NOUN. 胜利，凯旋 VERB. 取得胜利","/ˈtraɪʌmf/","✗","the triumph of knowledge;After being defeated in three previous finals, Roger finally tasted triumph' at this year's competition.;Scorsese's latest film is a triumph."
"tuition","NOUN. 学费，授业，补习，讲授","/tjuˈɪʃn/","✗","tuition classes;Tuition in the past was like taking medicine and you sent children for it only if they were doing poorly in a subject.;Because of the loan that John made to me, I was able to pay my tuition for the upcoming semester."
"unattainable","ADJ. 高不可攀，不可企及，遥不可及","/ˌʌnəˈteɪnəbl/","✗","People observed the diversity of schools and the acerbity of their disputes, and decided that all alike were pretending to knowledge which was in fact unattainable.;By March Che's plans gradually and carefully to continentalise the struggle were also proving unattainable.;praise and prayer are his due worship; and the rest of those deducements, which I am confident are the remote effects of revelation, and unattainable by our discourse"
"underrate","VERB. 低估","/ˌʌndəˈreɪt/","✗","to sell a thing at an underrate;[W]e shall infallibly bestow a disproportionate attention upon those which our theory takes into account, while we mis-estimate the rest, and probably underrate their importance.;Dentists often underspeak and therefore underrate dental conditions. Patients interpret these words to mean there is no problem, only to be surprised later when they learn treatment will be required."
"unfold","VERB. 展开，展现，显露，会展","/ʌnˈfəʊld/","✗","to unfold a map; to unfold a tablecloth; she unpacks the new dress and unfolds it carefully;to unfold one's designs; to unfold the principles of a science;to unfold sheep"
"unguard","X. 使无防卫",".ʌn'gɑ:d","✗",""
"unprecedented","ADJ. 前所未有，空前，史无前例，空前绝后，从未有过，先例","/ʌnˈpresɪdentɪd/","✗","On October 6, 1927, Warner Bros. released The Jazz Singer, the first sound-synched feature film, prompting a technological shift of unprecedented speed and unstoppable force. Within two years, nearly every studio release was a talkie.;the invading host that had sailed from Hellas in more than one thousand ships was of an unprecedented size.;Ecologists say the months of intense and unprecedented fires will almost certainly push several species to extinction."
"valuable","ADJ. 宝贵，珍贵，可贵，值钱，贵重，价值，名贵，有用，有益","/ˈvæljuəbl/","✗","valuable gemstones;a valuable friend; a valuable companion;Truly valuable things have no price and cannot be bought."
"vault","NOUN. 跳马，金库，拱顶，库，储藏室，密室，墓穴，地下室，穹顶，地窖，拱","/vɔːlt/","✗","The decoration of the vault of Sainte-Chapelle was much brighter before its 19th-century restoration.;The stalactites held tightly to the cave's vault.;God said, ‘Let there be a vault through the middle of the waters to divide the waters in two.’"
"vindicate","VERB. 表白，平反","/ˈvɪndɪkeɪt/","✗","to vindicate someone's honor;to vindicate a right, claim or title;to vindicate the rights of labor movement in developing countries"
"vivid","ADJ. 传神，生动，鲜艳，逼真，鲜明，栩栩如生，鲜活，活生生","/ˈvɪvɪd/","✗","vivid dream;I dreamed a vivid dream last night.;A charm of finches flew overhead, singing into the vivid afternoon sky."
"vocational","ADJ. 职，职业，职高，职教，职业教育","/vəʊˈkeɪʃənl/","✗","Programs of work should provide students the opportunities to demonstrate both academic and vocational competence attainment.;[…] accounts of the proceedings of important huis at which Maori leaders took the initiative in discussing their educational and vocational needs […];Seniles differ markedly in their early adult intelligence level, and in their social, vocational, and educational histories."
"vomit","NOUN. 呕吐，呕吐物，呕，吐温 VERB. 吐，作呕，吐出","/ˈvɒmɪt/","✗","he prescribes a Purge or a Vomit;""[Y]ou've spent so much of your life writing romantic vomit for morons that the mushy bit of the brain you did have has gone rancid."";There in a puddle of piss sat Princess Fatima, her dress up over her knees, vomit dripping onto her bodice"
"wage","NOUN. 工资，薪资，发动，薪，薪水，薪酬，薪金","/weɪdʒ/","✗","pond'ring which of all his Sons was fit / To Reign, and wage immortal War with Wit;The pressmen were granted a stab wage of 36s for a 60 hour week, and the extras for overtime and Sunday work […];It is hard to live on the minimum wage.   They lived on stale bread.   Man shall not live by bread alone."
"wane","NOUN. 凋零，衰落 VERB. 减弱","/weɪn/","✗","1913, Michael Ott, The Catholic Encyclopedia, ""Wenzel Anton Kaunitz"",
His influence which was on the wane during the reign of Joseph II grew still less during the reign of Leopold II (1790-2).;Some French peasants also prefer to sow in the wane.;It was very dark, for although the sky was clear the moon was now well in the wane, and would not rise till the small hours."
"windsurf","X. 帆板，风帆冲浪","/ˈwɪndsɜːf/","✗","You might like to try identifying other combinations than those defining a car, a boat or an aeroplane—e.g. a landyacht, a windsurf board, a hovercraft or a hydrofoil.;In the end, I would like to take up my dad's store and train children who are looking to windsurf to compete on the global stage.;Incrementally building up to the ultimate goal to skydive, he’d windsurf Maui’s north shore."
"withdraw","VERB. 提取，撤回，撤出，收回，退出，撤销，撤军，撤退，取，撤消，撤离","/wɪðˈdrɔː/","✗","I must warn the Right Honourable gentleman, that if he persists in his refusal to comply with my order to withdraw [the words ""deliberately deceptive""], I shall be compelled to name him.;The plan is to withdraw the Pacers from service by the end of the year.;to withdraw false charges"
"withhold","VERB. 扣压，隐瞒，扣住，扣缴，扣留","/wɪðˈhəʊld/","✗","withhold vital information;I’ll withhold from asking about it.;Do you wish to proceed with those down the line in that order? […] We’ll withhold for now."
"workforce","NOUN. 劳动力，员工队伍，职工队伍，劳动大军，人力，工人","/ˈwɜːkfɔːs/","✗","The first rocket exploded on the southeast camp fire perimeter, and the second dropped in to the northwest, a few hundred meters from the center of the workforce complex.;In August, strikes broke out in the large factories of Chisinau and Transnistria, most of whose workforce was Russian, in protest at the language law.;The rail sector's ageing workforce (28% of workers are over 50 years old) means that about 15,000 people could retire from the industry by 2025."
